Processed Card Product,Processed Card Scheme,Transaction amount,Rate percent,Rate amount
MK_Debit,Masterkard,432.64,0.5,2.2
MK_Credit,Masterkard,37.94,1.5,0.6
MK_Student,Masterkard,225.23,0.6,1.4
MK_Credit,Masterkard,113.28,1.2,1.4
Viza_Credit,VIZA,116.92,0.9,1.1
Viza_Credit,VIZA,108.79,0.6,0.7
CP_Credit,ChinaPay,117.5,1.2,1.4
MK_Debit,Masterkard,136.38,0.4,0.5
Mastro,Masterkard,234.15,0.2,0.5
CP_Debit,ChinaPay,203.3,0.45,0.9
CP_Debit,ChinaPay,411.46,0.6,2.5
VIZA_Debit,VIZA,397.07,0.8,3.2
Carte_Rouge_Magnifique,Carte Rouge,144.55,0.3,0.4
Viza_Credit,VIZA,129.37,0.6,0.8
MK_Credit,Masterkard,15.47,1.5,0.2
CP_Debit,ChinaPay,146.88,0.45,0.7
MK_Student,Masterkard,1.34,0.8,0.0
MK_Student,Masterkard,517.41,0.6,3.1
CP_Debit,ChinaPay,170.59,0.6,1.0
CP_QR,ChinaPay,52.6,2.0,1.1
Viza_Credit,VIZA,340.91,0.6,2.0
Viza_Pay,VIZA,18.04,0.2,0.0
MK_Debit,Masterkard,53.71,0.4,0.2
Mastro,Masterkard,182.36,0.2,0.4
Viza_Pay,VIZA,146.16,0.2,0.3
MK_Student,Masterkard,24.85,0.6,0.1
Mastro,Masterkard,309.18,0.2,0.6
Carte_Rouge_Magnifique,Carte Rouge,248.51,0.3,0.7
Mastro,Masterkard,7.08,0.2,0.0
CP_QR,ChinaPay,40.61,2.0,0.8
Carte_Rouge_Unique,Carte Rouge,102.5,0.9,0.9
Carte_Rouge_Unique,Carte Rouge,58.1,0.9,0.5
Viza_Pay,VIZA,217.63,0.2,0.4
Viza_Super,VIZA,133.17,2.0,2.7
Viza_Pay,VIZA,501.93,0.2,1.0
Viza_Credit,VIZA,731.51,0.6,4.4
MK_Debit,Masterkard,426.26,0.5,2.1
Viza_Pay,VIZA,164.07,0.2,0.3
Carte_Rouge_Unique,Carte Rouge,304.66,0.9,2.7
MK_Credit,Masterkard,278.41,1.4,3.9
Carte_Rouge_Magnifique,Carte Rouge,37.87,0.3,0.1
CP_QR,ChinaPay,116.57,2.0,2.3
Viza_Super,VIZA,145.25,2.0,2.9
MK_Debit,Masterkard,483.05,0.5,2.4
Carte_Rouge_Magnifique,Carte Rouge,319.36,0.3,1.0
CP_Credit,ChinaPay,38.8,1.2,0.5
Viza_Pay,VIZA,119.89,0.2,0.2
Carte_Rouge_Unique,Carte Rouge,711.88,0.9,6.4
MK_Credit,Masterkard,447.43,1.4,6.3
MK_Student,Masterkard,380.69,0.8,3.0
Viza_Pay,VIZA,149.91,0.2,0.3
Viza_Super,VIZA,400.01,2.3,9.2
Mastro,Masterkard,63.6,0.2,0.1
CP_Credit,ChinaPay,468.62,1.4,6.6
CP_Credit,ChinaPay,302.93,1.2,3.6
MK_Student,Masterkard,89.5,0.8,0.7
CP_Debit,ChinaPay,43.18,0.45,0.2
CP_QR,ChinaPay,8.41,2.0,0.2
CP_QR,ChinaPay,56.62,2.0,1.1
CP_Debit,ChinaPay,429.34,0.6,2.6
Carte_Rouge_Unique,Carte Rouge,237.36,0.9,2.1
Carte_Rouge_Unique,Carte Rouge,258.44,0.9,2.3
Viza_Credit,VIZA,161.62,0.9,1.5
VIZA_Debit,VIZA,53.7,0.6,0.3
CP_Debit,ChinaPay,302.29,0.45,1.4
Viza_Credit,VIZA,19.8,0.9,0.2
VIZA_Debit,VIZA,221.24,0.8,1.8
Carte_Rouge_Unique,Carte Rouge,202.55,0.9,1.8
CP_Credit,ChinaPay,69.98,1.4,1.0
Mastro,Masterkard,83.46,0.2,0.2
CP_Credit,ChinaPay,70.48,1.4,1.0
VIZA_Debit,VIZA,132.25,0.6,0.8
Viza_Super,VIZA,223.91,2.0,4.5
MK_Credit,Masterkard,241.79,1.4,3.4
Viza_Super,VIZA,34.8,2.0,0.7
VIZA_Debit,VIZA,268.41,0.8,2.1
MK_Student,Masterkard,64.61,0.6,0.4
CP_QR,ChinaPay,75.6,2.0,1.5
CP_Debit,ChinaPay,307.77,0.45,1.4
MK_Credit,Masterkard,526.68,1.2,6.3
Viza_Super,VIZA,129.64,2.3,3.0
Viza_Super,VIZA,216.56,2.3,5.0
MK_Credit,Masterkard,242.83,1.2,2.9
MK_Student,Masterkard,290.3,0.8,2.3
CP_Credit,ChinaPay,315.3,1.2,3.8
MK_Credit,Masterkard,60.82,1.2,0.7
Mastro,Masterkard,93.31,0.2,0.2
CP_Debit,ChinaPay,178.15,0.6,1.1
Viza_Credit,VIZA,398.5,1.3,5.2
VIZA_Debit,VIZA,170.06,0.8,1.4
Carte_Rouge_Unique,Carte Rouge,331.51,0.9,3.0
VIZA_Debit,VIZA,219.23,0.6,1.3
Mastro,Masterkard,570.75,0.2,1.1
CP_Credit,ChinaPay,481.84,1.4,6.7
Mastro,Masterkard,251.32,0.2,0.5
Viza_Super,VIZA,84.78,2.3,1.9
MK_Debit,Masterkard,189.03,0.5,0.9
Viza_Super,VIZA,384.17,2.3,8.8
Viza_Super,VIZA,54.35,2.0,1.1
CP_Credit,ChinaPay,279.56,1.4,3.9
CP_Credit,ChinaPay,235.72,1.2,2.8
Mastro,Masterkard,586.46,0.2,1.2
VIZA_Debit,VIZA,155.98,0.8,1.2
VIZA_Debit,VIZA,181.85,0.6,1.1
CP_QR,ChinaPay,630.3,2.0,12.6
Viza_Pay,VIZA,166.57,0.2,0.3
CP_Credit,ChinaPay,67.33,1.4,0.9
Carte_Rouge_Magnifique,Carte Rouge,74.9,0.3,0.2
CP_QR,ChinaPay,73.88,2.0,1.5
MK_Debit,Masterkard,162.63,0.5,0.8
Viza_Credit,VIZA,30.75,1.3,0.4
Viza_Credit,VIZA,104.21,1.3,1.4
CP_Credit,ChinaPay,43.48,1.2,0.5
Viza_Super,VIZA,206.37,2.3,4.7
MK_Credit,Masterkard,125.36,1.4,1.8
CP_Debit,ChinaPay,533.38,0.6,3.2
Carte_Rouge_Magnifique,Carte Rouge,267.0,0.3,0.8
VIZA_Debit,VIZA,133.25,0.8,1.1
MK_Credit,Masterkard,438.43,1.4,6.1
Carte_Rouge_Magnifique,Carte Rouge,37.75,0.3,0.1
MK_Credit,Masterkard,357.65,1.5,5.4
Mastro,Masterkard,161.51,0.2,0.3
Viza_Super,VIZA,314.94,2.3,7.2
Carte_Rouge_Unique,Carte Rouge,154.49,0.9,1.4
Viza_Super,VIZA,59.15,2.3,1.4
Viza_Pay,VIZA,151.39,0.2,0.3
VIZA_Debit,VIZA,132.42,0.6,0.8
CP_Credit,ChinaPay,42.43,1.2,0.5
CP_QR,ChinaPay,87.16,2.0,1.7
MK_Debit,Masterkard,417.3,0.4,1.7
CP_QR,ChinaPay,129.4,2.0,2.6
MK_Credit,Masterkard,57.88,1.5,0.9
Viza_Credit,VIZA,69.12,1.3,0.9
Viza_Pay,VIZA,243.27,0.2,0.5
Viza_Credit,VIZA,32.38,0.6,0.2
CP_QR,ChinaPay,26.96,2.0,0.5
VIZA_Debit,VIZA,79.04,0.6,0.5
MK_Student,Masterkard,146.41,0.8,1.2
Viza_Credit,VIZA,253.07,1.3,3.3
VIZA_Debit,VIZA,49.78,0.8,0.4
MK_Student,Masterkard,6.02,0.6,0.0
MK_Credit,Masterkard,235.42,1.2,2.8
MK_Student,Masterkard,151.64,0.6,0.9
Viza_Super,VIZA,31.8,2.3,0.7
Carte_Rouge_Unique,Carte Rouge,406.35,0.9,3.7
MK_Debit,Masterkard,226.93,0.4,0.9
MK_Credit,Masterkard,243.12,1.5,3.6
Mastro,Masterkard,142.63,0.2,0.3
VIZA_Debit,VIZA,39.35,0.6,0.2
Viza_Super,VIZA,348.05,2.3,8.0
Carte_Rouge_Unique,Carte Rouge,55.92,0.9,0.5
MK_Student,Masterkard,193.83,0.8,1.6
Viza_Super,VIZA,1.25,2.0,0.0
Carte_Rouge_Unique,Carte Rouge,142.04,0.9,1.3
MK_Credit,Masterkard,63.9,1.5,1.0
Viza_Pay,VIZA,309.49,0.2,0.6
Viza_Pay,VIZA,204.01,0.2,0.4
MK_Debit,Masterkard,298.67,0.4,1.2
MK_Student,Masterkard,230.92,0.6,1.4
MK_Student,Masterkard,159.71,0.8,1.3
CP_Debit,ChinaPay,72.4,0.6,0.4
CP_Credit,ChinaPay,266.16,1.4,3.7
MK_Debit,Masterkard,156.91,0.5,0.8
CP_Debit,ChinaPay,361.13,0.45,1.6
VIZA_Debit,VIZA,118.03,0.6,0.7
Viza_Super,VIZA,34.41,2.0,0.7
MK_Debit,Masterkard,191.24,0.4,0.8
MK_Debit,Masterkard,12.73,0.4,0.1
Viza_Pay,VIZA,70.61,0.2,0.1
CP_Debit,ChinaPay,292.53,0.6,1.8
Carte_Rouge_Unique,Carte Rouge,7.91,0.9,0.1
Viza_Credit,VIZA,141.18,0.9,1.3
MK_Student,Masterkard,30.38,0.8,0.2
Carte_Rouge_Magnifique,Carte Rouge,181.32,0.3,0.5
Mastro,Masterkard,368.74,0.2,0.7
CP_Credit,ChinaPay,461.81,1.2,5.5
Carte_Rouge_Magnifique,Carte Rouge,429.78,0.3,1.3
CP_Credit,ChinaPay,358.55,1.2,4.3
Viza_Credit,VIZA,7.3,1.3,0.1
VIZA_Debit,VIZA,74.62,0.8,0.6
CP_QR,ChinaPay,51.94,2.0,1.0
Viza_Super,VIZA,238.64,2.0,4.8
MK_Debit,Masterkard,23.46,0.4,0.1
CP_QR,ChinaPay,148.57,2.0,3.0
Viza_Pay,VIZA,147.74,0.2,0.3
Viza_Pay,VIZA,176.76,0.2,0.4
MK_Debit,Masterkard,120.34,0.5,0.6
Viza_Pay,VIZA,281.33,0.2,0.6
Carte_Rouge_Unique,Carte Rouge,190.37,0.9,1.7
CP_QR,ChinaPay,472.63,2.0,9.5
Viza_Pay,VIZA,190.68,0.2,0.4
Mastro,Masterkard,63.55,0.2,0.1
MK_Credit,Masterkard,27.12,1.4,0.4
Mastro,Masterkard,550.41,0.2,1.1
Mastro,Masterkard,641.12,0.2,1.3
CP_QR,ChinaPay,168.9,2.0,3.4
Carte_Rouge_Unique,Carte Rouge,61.52,0.9,0.6
MK_Credit,Masterkard,13.75,1.4,0.2
CP_QR,ChinaPay,202.39,2.0,4.0
Viza_Pay,VIZA,9.67,0.2,0.0
Carte_Rouge_Unique,Carte Rouge,300.96,0.9,2.7
Carte_Rouge_Magnifique,Carte Rouge,172.82,0.3,0.5
MK_Credit,Masterkard,257.77,1.5,3.9
Carte_Rouge_Unique,Carte Rouge,42.26,0.9,0.4
CP_Debit,ChinaPay,255.55,0.6,1.5
Mastro,Masterkard,203.2,0.2,0.4
MK_Student,Masterkard,233.88,0.8,1.9
MK_Credit,Masterkard,230.52,1.4,3.2
Viza_Super,VIZA,84.37,2.0,1.7
Mastro,Masterkard,76.17,0.2,0.2
CP_QR,ChinaPay,134.95,2.0,2.7
MK_Student,Masterkard,461.58,0.6,2.8
MK_Debit,Masterkard,37.26,0.5,0.2
CP_Credit,ChinaPay,253.5,1.4,3.5
CP_Credit,ChinaPay,157.47,1.2,1.9
MK_Credit,Masterkard,333.77,1.5,5.0
Viza_Pay,VIZA,264.53,0.2,0.5
VIZA_Debit,VIZA,67.43,0.6,0.4
Viza_Super,VIZA,498.35,2.3,11.5
Carte_Rouge_Unique,Carte Rouge,472.23,0.9,4.3
Mastro,Masterkard,374.1,0.2,0.7
Viza_Credit,VIZA,399.23,0.6,2.4
Viza_Credit,VIZA,105.09,0.9,0.9
MK_Student,Masterkard,387.05,0.8,3.1
Mastro,Masterkard,127.14,0.2,0.3
MK_Credit,Masterkard,308.81,1.4,4.3
CP_Credit,ChinaPay,159.45,1.2,1.9
Mastro,Masterkard,221.0,0.2,0.4
Carte_Rouge_Magnifique,Carte Rouge,179.03,0.3,0.5
MK_Credit,Masterkard,234.33,1.2,2.8
Viza_Pay,VIZA,313.1,0.2,0.6
Viza_Super,VIZA,287.85,2.3,6.6
MK_Credit,Masterkard,22.64,1.2,0.3
CP_Credit,ChinaPay,177.58,1.4,2.5
MK_Student,Masterkard,79.86,0.6,0.5
Mastro,Masterkard,40.14,0.2,0.1
MK_Debit,Masterkard,161.13,0.5,0.8
Carte_Rouge_Unique,Carte Rouge,27.29,0.9,0.2
Carte_Rouge_Magnifique,Carte Rouge,507.46,0.3,1.5
MK_Credit,Masterkard,289.44,1.2,3.5
MK_Student,Masterkard,362.94,0.8,2.9
Carte_Rouge_Unique,Carte Rouge,148.88,0.9,1.3
MK_Credit,Masterkard,324.64,1.2,3.9
Carte_Rouge_Magnifique,Carte Rouge,73.56,0.3,0.2
MK_Credit,Masterkard,98.62,1.2,1.2
CP_Credit,ChinaPay,177.85,1.2,2.1
Mastro,Masterkard,99.67,0.2,0.2
MK_Debit,Masterkard,74.3,0.4,0.3
Viza_Pay,VIZA,75.73,0.2,0.2
Viza_Super,VIZA,99.13,2.0,2.0
CP_QR,ChinaPay,69.12,2.0,1.4
MK_Debit,Masterkard,53.48,0.5,0.3
MK_Credit,Masterkard,174.93,1.5,2.6
Viza_Credit,VIZA,98.88,1.3,1.3
MK_Student,Masterkard,12.2,0.8,0.1
MK_Credit,Masterkard,287.59,1.2,3.5
Carte_Rouge_Magnifique,Carte Rouge,448.11,0.3,1.3
Viza_Pay,VIZA,281.37,0.2,0.6
Carte_Rouge_Magnifique,Carte Rouge,212.15,0.3,0.6
Mastro,Masterkard,290.55,0.2,0.6
Viza_Credit,VIZA,51.65,0.9,0.5
Viza_Credit,VIZA,25.92,0.9,0.2
VIZA_Debit,VIZA,187.96,0.8,1.5
CP_Debit,ChinaPay,86.16,0.45,0.4
Viza_Credit,VIZA,155.84,0.6,0.9
CP_QR,ChinaPay,93.71,2.0,1.9
Carte_Rouge_Magnifique,Carte Rouge,83.27,0.3,0.2
VIZA_Debit,VIZA,109.05,0.6,0.7
Viza_Pay,VIZA,156.01,0.2,0.3
Viza_Super,VIZA,177.63,2.0,3.6
CP_Credit,ChinaPay,288.36,1.2,3.5
Viza_Pay,VIZA,28.37,0.2,0.1
MK_Student,Masterkard,284.56,0.6,1.7
Carte_Rouge_Unique,Carte Rouge,262.07,0.9,2.4
CP_Debit,ChinaPay,257.48,0.45,1.2
Carte_Rouge_Magnifique,Carte Rouge,188.57,0.3,0.6
MK_Student,Masterkard,9.49,0.6,0.1
Viza_Credit,VIZA,348.88,0.6,2.1
Carte_Rouge_Unique,Carte Rouge,254.77,0.9,2.3
CP_QR,ChinaPay,382.52,2.0,7.7
CP_Credit,ChinaPay,123.7,1.2,1.5
Viza_Pay,VIZA,247.83,0.2,0.5
CP_Credit,ChinaPay,193.62,1.2,2.3
Carte_Rouge_Magnifique,Carte Rouge,246.32,0.3,0.7
MK_Student,Masterkard,189.83,0.8,1.5
MK_Credit,Masterkard,183.39,1.5,2.8
MK_Debit,Masterkard,255.24,0.5,1.3
Mastro,Masterkard,232.29,0.2,0.5
CP_QR,ChinaPay,381.2,2.0,7.6
Viza_Credit,VIZA,130.88,1.3,1.7
MK_Student,Masterkard,137.52,0.6,0.8
CP_Debit,ChinaPay,7.04,0.6,0.0
MK_Credit,Masterkard,180.94,1.4,2.5
MK_Debit,Masterkard,268.0,0.5,1.3
MK_Debit,Masterkard,468.53,0.5,2.3
Carte_Rouge_Unique,Carte Rouge,126.08,0.9,1.1
Viza_Pay,VIZA,273.53,0.2,0.5
MK_Debit,Masterkard,93.46,0.4,0.4
MK_Debit,Masterkard,111.57,0.4,0.4
Carte_Rouge_Magnifique,Carte Rouge,352.85,0.3,1.1
MK_Student,Masterkard,289.29,0.8,2.3
MK_Credit,Masterkard,592.54,1.2,7.1
Viza_Pay,VIZA,360.01,0.2,0.7
VIZA_Debit,VIZA,496.51,0.6,3.0
Viza_Credit,VIZA,200.19,0.6,1.2
CP_QR,ChinaPay,194.33,2.0,3.9
CP_QR,ChinaPay,23.91,2.0,0.5
Carte_Rouge_Magnifique,Carte Rouge,224.78,0.3,0.7
Carte_Rouge_Magnifique,Carte Rouge,169.73,0.3,0.5
MK_Credit,Masterkard,19.53,1.2,0.2
MK_Student,Masterkard,258.32,0.6,1.5
Carte_Rouge_Magnifique,Carte Rouge,156.04,0.3,0.5
Mastro,Masterkard,404.37,0.2,0.8
Mastro,Masterkard,33.81,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,182.67,0.3,0.5
Mastro,Masterkard,217.46,0.2,0.4
CP_QR,ChinaPay,410.96,2.0,8.2
CP_Credit,ChinaPay,311.39,1.2,3.7
Viza_Super,VIZA,681.61,2.3,15.7
CP_QR,ChinaPay,680.16,2.0,13.6
CP_Debit,ChinaPay,140.97,0.6,0.8
MK_Student,Masterkard,81.33,0.6,0.5
VIZA_Debit,VIZA,313.78,0.6,1.9
CP_Credit,ChinaPay,50.99,1.2,0.6
Viza_Super,VIZA,99.88,2.0,2.0
Viza_Pay,VIZA,424.48,0.2,0.8
Viza_Super,VIZA,113.69,2.0,2.3
MK_Debit,Masterkard,78.59,0.4,0.3
VIZA_Debit,VIZA,179.41,0.8,1.4
Viza_Super,VIZA,364.62,2.3,8.4
Carte_Rouge_Unique,Carte Rouge,265.36,0.9,2.4
Mastro,Masterkard,352.13,0.2,0.7
Viza_Pay,VIZA,139.65,0.2,0.3
MK_Debit,Masterkard,0.84,0.5,0.0
Carte_Rouge_Unique,Carte Rouge,242.65,0.9,2.2
CP_Debit,ChinaPay,31.25,0.6,0.2
Carte_Rouge_Unique,Carte Rouge,366.66,0.9,3.3
CP_Debit,ChinaPay,258.92,0.45,1.2
CP_Debit,ChinaPay,426.7,0.45,1.9
MK_Student,Masterkard,195.01,0.8,1.6
MK_Student,Masterkard,65.52,0.6,0.4
Mastro,Masterkard,36.66,0.2,0.1
Viza_Pay,VIZA,176.88,0.2,0.4
Mastro,Masterkard,122.36,0.2,0.2
Carte_Rouge_Unique,Carte Rouge,50.51,0.9,0.5
Carte_Rouge_Magnifique,Carte Rouge,244.81,0.3,0.7
CP_QR,ChinaPay,289.74,2.0,5.8
CP_QR,ChinaPay,337.62,2.0,6.8
CP_QR,ChinaPay,79.26,2.0,1.6
MK_Student,Masterkard,548.49,0.8,4.4
VIZA_Debit,VIZA,249.17,0.6,1.5
CP_QR,ChinaPay,602.1,2.0,12.0
MK_Credit,Masterkard,2.21,1.2,0.0
Viza_Credit,VIZA,179.78,1.3,2.3
MK_Debit,Masterkard,118.69,0.5,0.6
Viza_Super,VIZA,51.57,2.0,1.0
Carte_Rouge_Magnifique,Carte Rouge,164.23,0.3,0.5
Viza_Super,VIZA,555.43,2.3,12.8
VIZA_Debit,VIZA,182.81,0.6,1.1
MK_Student,Masterkard,16.42,0.6,0.1
Carte_Rouge_Unique,Carte Rouge,154.97,0.9,1.4
MK_Student,Masterkard,310.02,0.8,2.5
Carte_Rouge_Unique,Carte Rouge,380.26,0.9,3.4
Carte_Rouge_Magnifique,Carte Rouge,214.66,0.3,0.6
Mastro,Masterkard,84.68,0.2,0.2
CP_Debit,ChinaPay,122.56,0.6,0.7
Carte_Rouge_Magnifique,Carte Rouge,2.35,0.3,0.0
CP_Debit,ChinaPay,333.21,0.6,2.0
CP_Credit,ChinaPay,71.57,1.4,1.0
Viza_Pay,VIZA,381.35,0.2,0.8
CP_Debit,ChinaPay,81.98,0.45,0.4
VIZA_Debit,VIZA,117.7,0.6,0.7
MK_Student,Masterkard,143.75,0.6,0.9
Viza_Pay,VIZA,315.63,0.2,0.6
Viza_Credit,VIZA,80.86,0.9,0.7
Carte_Rouge_Magnifique,Carte Rouge,48.25,0.3,0.1
Viza_Credit,VIZA,337.65,1.3,4.4
Viza_Pay,VIZA,129.45,0.2,0.3
MK_Student,Masterkard,155.13,0.8,1.2
MK_Credit,Masterkard,204.84,1.5,3.1
Viza_Super,VIZA,260.38,2.0,5.2
Carte_Rouge_Unique,Carte Rouge,204.03,0.9,1.8
VIZA_Debit,VIZA,122.94,0.8,1.0
Mastro,Masterkard,99.71,0.2,0.2
MK_Student,Masterkard,28.77,0.6,0.2
VIZA_Debit,VIZA,72.66,0.6,0.4
MK_Student,Masterkard,49.28,0.8,0.4
Viza_Pay,VIZA,231.75,0.2,0.5
CP_QR,ChinaPay,111.7,2.0,2.2
CP_QR,ChinaPay,609.87,2.0,12.2
Carte_Rouge_Magnifique,Carte Rouge,176.32,0.3,0.5
Viza_Credit,VIZA,192.12,0.9,1.7
VIZA_Debit,VIZA,176.69,0.8,1.4
Viza_Super,VIZA,45.35,2.0,0.9
MK_Debit,Masterkard,32.82,0.5,0.2
Viza_Credit,VIZA,100.99,0.6,0.6
CP_Credit,ChinaPay,241.13,1.4,3.4
VIZA_Debit,VIZA,631.17,0.6,3.8
CP_Credit,ChinaPay,189.59,1.4,2.7
Viza_Pay,VIZA,93.92,0.2,0.2
MK_Debit,Masterkard,571.11,0.5,2.9
MK_Debit,Masterkard,424.75,0.4,1.7
MK_Debit,Masterkard,171.88,0.4,0.7
Viza_Pay,VIZA,45.88,0.2,0.1
MK_Student,Masterkard,294.78,0.6,1.8
Viza_Pay,VIZA,50.05,0.2,0.1
MK_Student,Masterkard,13.09,0.6,0.1
Viza_Credit,VIZA,99.75,1.3,1.3
MK_Debit,Masterkard,340.84,0.5,1.7
CP_QR,ChinaPay,134.86,2.0,2.7
VIZA_Debit,VIZA,58.13,0.6,0.3
VIZA_Debit,VIZA,13.01,0.6,0.1
Viza_Pay,VIZA,125.53,0.2,0.3
MK_Student,Masterkard,29.25,0.6,0.2
CP_QR,ChinaPay,36.06,2.0,0.7
Viza_Pay,VIZA,64.84,0.2,0.1
Viza_Credit,VIZA,77.47,1.3,1.0
Carte_Rouge_Unique,Carte Rouge,148.48,0.9,1.3
CP_Debit,ChinaPay,60.42,0.6,0.4
Viza_Super,VIZA,169.23,2.0,3.4
Viza_Super,VIZA,31.86,2.0,0.6
VIZA_Debit,VIZA,288.47,0.8,2.3
Mastro,Masterkard,168.17,0.2,0.3
Carte_Rouge_Magnifique,Carte Rouge,406.68,0.3,1.2
Mastro,Masterkard,174.85,0.2,0.3
Carte_Rouge_Magnifique,Carte Rouge,32.31,0.3,0.1
Viza_Credit,VIZA,263.07,0.6,1.6
Viza_Super,VIZA,79.97,2.3,1.8
VIZA_Debit,VIZA,77.13,0.8,0.6
MK_Student,Masterkard,7.63,0.8,0.1
MK_Credit,Masterkard,222.28,1.2,2.7
Viza_Credit,VIZA,82.2,1.3,1.1
VIZA_Debit,VIZA,355.37,0.8,2.8
Mastro,Masterkard,122.33,0.2,0.2
CP_Debit,ChinaPay,91.95,0.6,0.6
Viza_Pay,VIZA,257.16,0.2,0.5
CP_Debit,ChinaPay,136.06,0.45,0.6
Carte_Rouge_Magnifique,Carte Rouge,270.43,0.3,0.8
Viza_Credit,VIZA,328.23,0.9,3.0
Viza_Credit,VIZA,228.99,0.6,1.4
MK_Student,Masterkard,19.64,0.8,0.2
Viza_Credit,VIZA,162.24,1.3,2.1
CP_Credit,ChinaPay,190.23,1.2,2.3
MK_Student,Masterkard,315.24,0.8,2.5
Carte_Rouge_Magnifique,Carte Rouge,599.22,0.3,1.8
Viza_Credit,VIZA,359.56,0.6,2.2
Viza_Credit,VIZA,212.59,1.3,2.8
Viza_Pay,VIZA,506.73,0.2,1.0
Viza_Credit,VIZA,423.67,1.3,5.5
Viza_Pay,VIZA,26.56,0.2,0.1
Viza_Pay,VIZA,490.22,0.2,1.0
Carte_Rouge_Magnifique,Carte Rouge,10.84,0.3,0.0
Viza_Credit,VIZA,655.81,0.9,5.9
CP_QR,ChinaPay,261.74,2.0,5.2
MK_Student,Masterkard,351.02,0.6,2.1
VIZA_Debit,VIZA,190.31,0.8,1.5
VIZA_Debit,VIZA,12.16,0.8,0.1
Viza_Credit,VIZA,137.69,0.9,1.2
MK_Credit,Masterkard,27.33,1.4,0.4
Viza_Pay,VIZA,86.06,0.2,0.2
CP_Credit,ChinaPay,209.17,1.4,2.9
Carte_Rouge_Unique,Carte Rouge,141.27,0.9,1.3
CP_Debit,ChinaPay,34.78,0.45,0.2
CP_QR,ChinaPay,461.53,2.0,9.2
MK_Student,Masterkard,420.36,0.8,3.4
VIZA_Debit,VIZA,136.11,0.8,1.1
Viza_Pay,VIZA,67.21,0.2,0.1
CP_Debit,ChinaPay,54.34,0.45,0.2
Viza_Pay,VIZA,59.97,0.2,0.1
Viza_Credit,VIZA,223.83,0.6,1.3
CP_QR,ChinaPay,154.74,2.0,3.1
Mastro,Masterkard,26.08,0.2,0.1
Viza_Credit,VIZA,441.42,0.9,4.0
Viza_Pay,VIZA,343.19,0.2,0.7
Carte_Rouge_Unique,Carte Rouge,249.86,0.9,2.2
CP_QR,ChinaPay,233.6,2.0,4.7
MK_Credit,Masterkard,119.99,1.2,1.4
CP_QR,ChinaPay,605.51,2.0,12.1
Viza_Super,VIZA,170.67,2.0,3.4
Carte_Rouge_Unique,Carte Rouge,58.65,0.9,0.5
VIZA_Debit,VIZA,101.8,0.8,0.8
Carte_Rouge_Unique,Carte Rouge,19.2,0.9,0.2
MK_Student,Masterkard,61.26,0.6,0.4
CP_Debit,ChinaPay,189.85,0.45,0.9
MK_Student,Masterkard,279.98,0.6,1.7
MK_Student,Masterkard,153.26,0.6,0.9
MK_Credit,Masterkard,327.13,1.4,4.6
VIZA_Debit,VIZA,293.12,0.8,2.3
CP_Debit,ChinaPay,262.54,0.45,1.2
MK_Student,Masterkard,174.5,0.6,1.0
Carte_Rouge_Magnifique,Carte Rouge,13.52,0.3,0.0
MK_Debit,Masterkard,108.78,0.4,0.4
Viza_Super,VIZA,44.13,2.0,0.9
Mastro,Masterkard,385.94,0.2,0.8
MK_Student,Masterkard,105.66,0.6,0.6
MK_Credit,Masterkard,73.56,1.2,0.9
CP_Debit,ChinaPay,159.28,0.45,0.7
Carte_Rouge_Unique,Carte Rouge,122.9,0.9,1.1
CP_Credit,ChinaPay,64.56,1.2,0.8
MK_Debit,Masterkard,385.22,0.4,1.5
MK_Student,Masterkard,301.48,0.6,1.8
CP_Credit,ChinaPay,94.48,1.2,1.1
Viza_Credit,VIZA,153.18,0.6,0.9
Viza_Super,VIZA,115.65,2.0,2.3
Viza_Credit,VIZA,313.88,1.3,4.1
CP_Credit,ChinaPay,138.29,1.2,1.7
MK_Student,Masterkard,235.27,0.8,1.9
VIZA_Debit,VIZA,291.79,0.6,1.8
MK_Debit,Masterkard,345.03,0.4,1.4
CP_Credit,ChinaPay,149.47,1.2,1.8
Viza_Credit,VIZA,162.02,1.3,2.1
VIZA_Debit,VIZA,353.85,0.8,2.8
VIZA_Debit,VIZA,30.95,0.6,0.2
CP_Credit,ChinaPay,36.72,1.2,0.4
VIZA_Debit,VIZA,91.75,0.8,0.7
Viza_Pay,VIZA,87.65,0.2,0.2
MK_Credit,Masterkard,221.24,1.2,2.7
MK_Credit,Masterkard,286.37,1.5,4.3
MK_Credit,Masterkard,294.4,1.5,4.4
Viza_Pay,VIZA,245.21,0.2,0.5
MK_Student,Masterkard,151.82,0.8,1.2
CP_Debit,ChinaPay,140.77,0.6,0.8
Viza_Pay,VIZA,399.71,0.2,0.8
MK_Student,Masterkard,366.56,0.8,2.9
MK_Student,Masterkard,53.21,0.6,0.3
VIZA_Debit,VIZA,426.93,0.8,3.4
CP_Debit,ChinaPay,212.97,0.6,1.3
CP_Debit,ChinaPay,2.97,0.6,0.0
MK_Credit,Masterkard,351.86,1.2,4.2
Viza_Pay,VIZA,202.51,0.2,0.4
MK_Credit,Masterkard,149.39,1.4,2.1
MK_Student,Masterkard,442.9,0.6,2.7
MK_Student,Masterkard,173.42,0.8,1.4
Viza_Pay,VIZA,31.96,0.2,0.1
